ORD,DFW,LAX,ATL,DEN,SFO,IAH,PHX,LAS,SEA,BOS,LGA,JFK,MSP,EWR,DTW,MCO,CLT,BWI,PHL,SLC,MIA,SAN,MDW,DCA,FLL,DAL,HOU,TPA,BNA,STL,PDX,OAK,AUS,CLE,SMF,SJC,SNA,MCI,IAD
-20,179,-20,-18,81,19,-20,-19,-5,-12,-20,90,19,-20,10,67,28,106,-12,-19,-14,-4,-1,73,-20,-20,10,-12,-17,2343,-14,10,-13,-18,22,10,-15,112,339,69
2344,25,-17,-19,-1,6,-13,-15,-2,-17,-2,48,17,2340,-18,-17,11,-8,-15,33,-13,-18,4,0,-1,21,-9,31,252,306,-12,142,-20,-14,5,28,19,132,-18,77
143,25,-13,-15,-12,1,-15,-14,-7,-12,-20,0,9,-6,30,66,-5,-16,-2,70,-12,-17,11,-20,11,77,34,51,0,292,-19,81,-19,204,8,8,0,-16,2345,-13
43,39,-11,47,12,-20,-13,-10,-4,5,-10,6,14,195,2,-15,-16,-4,-5,-4,-7,-18,7,129,17,59,-16,-10,92,-7,11,-19,-11,-18,348,-14,-10,-14,158,-20
-10,161,-20,-13,9,13,6,-11,-14,-13,-9,-8,25,157,292,68,8,-20,-11,93,-18,50,7,-3,3,272,16,-17,68,-4,-18,-19,2,-17,2349,-18,27,168,109,-7
-10,34,27,12,-6,-16,-20,-17,-13,-14,-1,-14,-6,-3,8,183,-2,-9,-18,2,13,-9,-20,-11,-10,-16,84,21,-15,-19,-3,75,-10,-9,13,48,64,106,-14,30
-17,4,-13,-20,-19,-9,32,-15,11,-8,30,-14,4,-2,-5,79,1,37,1,-8,-11,4,-7,-18,-7,80,-16,372,27,15,-11,-12,-13,-19,-14,-15,-8,-5,-12,-20
72,-5,-14,-12,24,-17,-14,20,23,2344,3,-19,-11,-15,21,-5,-8,22,-17,154,-6,-19,17,2351,-7,29,-16,-10,116,2341,17,2,-9,-18,-14,-17,30,-19,-19,90
15,130,14,46,-16,-16,-16,-9,11,-20,6,-19,-20,57,-1,-12,6,35,26,-17,61,-8,-18,-16,-15,92,-19,-13,1,154,447,67,-20,-5,157,-2,2,-12,-15,31
-3,22,-8,68,36,-13,-16,-18,71,2344,29,-20,83,-19,132,6,-13,-7,-20,63,324,-18,47,26,69,18,5,18,12,36,-17,0,12,-15,20,9,4,4,2340,-13
35,-4,7,12,-17,-6,-19,-20,-9,-4,-12,215,4,26,-3,-18,-8,41,48,5,2343,-16,49,-17,-8,0,-15,30,47,-19,-4,125,31,53,43,-20,9,-14,-12,-9
1,-11,-11,-13,-8,-13,107,17,-6,6,-2,-20,11,-16,5,-18,0,-15,-9,-18,15,5,-16,-17,-20,-10,-10,-2,148,0,49,-6,-1,-17,-1,50,-14,-20,347,-12
0,44,9,-19,25,-19,-11,21,-1,-20,14,-8,-7,-18,-15,-18,6,-6,13,-9,-2,-1,-6,11,-14,-9,13,6,58,-19,4,139,-14,7,19,-14,30,-11,-11,-19
12,-17,-7,1,-6,-8,24,-19,-18,-13,-3,-10,13,-11,18,58,-10,2,-16,7,-5,-3,-12,-16,-15,30,-17,-11,105,16,19,-16,-17,-18,16,-14,-10,-8,-20,404
-13,-19,-6,0,62,-13,-1,-9,17,49,18,12,-12,-15,-17,-15,-2,-19,-17,-19,-19,0,-10,2340,-6,2358,-19,-17,19,36,59,76,13,-12,-5,10,-16,-15,44,-2
-5,-19,-15,2341,10,27,-11,-2,-19,-16,13,-18,-16,94,-11,-17,-5,-20,-20,-1,9,168,-15,17,-17,2343,-15,-15,121,56,98,-16,37,-16,-14,-17,19,-8,-11,-10
58,-2,-15,6,2,-1,-13,-16,-17,-14,9,-4,16,-15,13,-3,-6,-10,-8,-18,-18,64,18,-12,-15,99,-15,48,8,39,22,-20,91,-18,-15,24,-19,-10,33,-19
-16,-4,-17,-8,-12,28,32,-19,-3,-20,-3,49,14,-6,9,-8,51,-17,-20,-20,65,87,43,-10,-20,-20,-13,-7,5,2,67,-16,21,-6,-12,-19,-14,-17,5,-13
-9,-14,5,2345,-17,-17,2343,-19,67,12,-17,-18,93,-18,-14,-15,-19,-8,38,-17,313,74,-6,71,-4,-2,-20,-18,129,20,-13,43,-20,-18,79,44,-3,-11,-19,-17
-2,-17,-20,3,-5,1,-18,-4,296,27,-3,-20,17,-12,-3,-20,4,-3,-6,37,10,-3,-20,41,12,87,-15,30,-18,-11,-18,-18,-20,303,0,-13,23,-11,20,-12
-11,5,-19,-9,0,2,2350,-19,2344,-12,-12,-12,-10,-17,-20,-20,-6,-17,12,2,9,451,4,0,61,-13,-8,-2,6,-17,322,-15,2,16,-20,-20,169,33,-4,-20
-14,17,-3,-13,34,-10,-12,-1,60,8,-6,-18,72,-10,-13,-7,-13,6,-20,4,-20,112,8,-16,21,14,-8,-1,-7,-6,-10,-2,90,-14,-16,-10,24,37,13,-11
10,-8,-18,15,119,2,29,-19,-18,-20,19,-6,-10,61,0,128,-2,-11,89,11,-20,-19,-9,-7,11,0,113,-15,115,4,12,-15,6,11,1,-13,1,-19,27,-12
-11,38,-16,10,25,40,-11,-19,-15,-20,-15,-8,32,49,-18,67,-19,2344,23,-17,-20,45,50,140,-8,-11,-9,-19,42,-12,-20,61,-6,43,-20,40,5,-7,-20,-9
-12,-1,-19,63,-18,-12,4,54,-5,-7,-7,-17,53,-18,-7,-17,-19,-9,0,-10,8,-3,29,-18,43,-14,64,208,18,-19,-13,-6,13,-4,-20,20,9,98,16,0
33,170,-6,47,172,35,-15,-13,153,70,-5,15,2,-11,35,66,1,-10,59,5,1,58,-20,11,-17,194,-19,-18,40,28,-3,-18,-2,2352,322,40,-3,-8,-19,-4
-14,9,1,15,-14,-17,-4,-19,21,175,-20,-19,31,39,7,-15,-7,-14,-19,-7,14,97,-15,7,-15,14,-19,33,20,-7,392,-3,-18,-16,-20,-9,11,-5,72,6
-5,22,-11,-16,2,-1,-13,5,152,-10,-20,-11,-16,-10,-19,68,-6,-20,15,-16,-10,-18,-17,34,9,182,-14,2343,126,169,5,-4,-2,15,2,2,7,-12,198,-13
11,15,291,-18,11,33,-4,-3,-17,18,-4,-2,104,-8,3,183,95,-17,2,4,-7,0,-14,-13,-8,99,10,-13,-17,-20,-11,29,33,39,18,8,53,14,56,-15
-17,-20,0,33,-19,-20,-15,48,253,-17,8,-16,26,249,3,-18,-14,10,53,2,-14,51,0,678,-18,2343,-7,-14,-8,5,105,-17,82,-11,-11,-8,-19,-20,33,-20
-18,-19,-19,19,85,9,22,-19,-18,2,-17,-19,-8,131,-20,-5,-19,41,32,10,7,14,-8,22,9,115,-16,-20,-16,108,-20,8,17,-6,22,444,-11,27,52,7
1,-20,66,-16,-15,7,-4,-5,64,303,36,9,43,188,-7,64,-19,25,-7,-14,-17,2,38,22,-19,68,2347,50,-8,1,-17,-15,-18,3,30,48,16,13,-19,54
-4,14,-15,-13,-17,-19,-10,-16,-10,63,-2,-4,14,-18,-20,0,-20,-9,-20,-15,9,41,3,2,13,238,-19,-17,-13,64,42,2,113,2341,47,-17,-9,3,-18,50
-15,-3,-12,60,-4,-14,-20,-9,50,3,-20,-7,66,45,22,-18,-18,-20,3,39,22,62,6,1,4,129,-8,-19,34,9,-17,-18,-11,-9,86,-18,24,-13,-6,-5
44,24,147,-16,-12,5,-18,18,121,18,-14,44,29,-14,8,-15,17,-12,-17,-14,60,8,-3,13,-3,154,-7,33,-1,-2,47,-11,-9,-15,-17,23,-16,-20,-19,-19
-16,0,-3,92,-3,-12,-19,-20,-16,-8,-16,-13,41,-13,-7,-2,3,-19,0,42,-17,-20,74,200,-20,43,101,-8,-9,-9,9,2,35,72,-10,21,-13,109,-20,15
-14,1,162,-15,-5,-11,116,-15,159,-20,-15,-11,25,60,-12,-13,-17,-20,-11,-4,50,33,-19,-1,1,62,-15,43,2351,36,312,-12,143,-2,-8,35,39,-5,-20,0
-3,-20,-14,-8,-14,5,106,-19,-10,-20,20,-20,101,82,-16,21,-6,-13,-14,-19,2,-10,-7,1,-11,69,-14,-19,613,8,-3,-3,34,-14,8,0,45,-17,50,-17
-3,-19,-9,73,-8,10,29,-17,-13,-3,8,-6,54,-13,-15,2,-19,-17,43,-14,-18,37,-17,18,28,2348,25,-10,2,6,-9,-6,-13,-19,-17,90,27,-19,33,-18
4,0,9,42,-17,116,2,-2,1,-8,32,228,80,120,-9,-13,-6,-7,-5,-9,-1,4,76,-1,-7,-12,2351,117,296,1,22,128,-20,-20,172,33,11,-8,-16,-3
-12,-2,-14,32,-20,10,2341,90,66,-18,-19,6,59,128,-20,-11,-20,-2,-11,-20,1,71,-4,45,-18,37,-18,-8,45,-12,205,-4,2,3,-20,-8,2343,-19,2342,195
-15,-20,-20,1,-18,28,-11,-12,43,85,7,32,5,43,-20,-8,38,-16,-12,68,7,1,54,15,-5,108,-17,-9,212,12,35,118,10,15,-15,-4,-18,-13,14,63
6,-9,-20,91,-19,8,70,-4,-11,16,-7,2342,22,15,209,-15,-11,-16,27,-9,38,-12,1,38,99,113,10,9,-16,-17,92,317,163,-8,-6,-13,-15,4,2347,21
-7,-19,-19,103,-12,-13,-13,-17,-11,-6,50,15,58,204,-11,128,-16,2352,-20,385,1,9,57,-18,-15,5,-19,0,222,12,-18,20,100,-18,45,-20,-17,-14,-5,-16
-8,9,-9,77,10,5,36,-8,20,56,-17,17,93,63,-19,66,90,0,-2,-20,53,-20,159,0,106,-16,-19,-2,12,-14,14,22,216,8,-16,-11,205,-14,-20,-14
59,-17,-20,8,-12,-19,28,-14,-18,69,111,-12,33,17,-7,-13,14,-20,-16,2,20,-10,106,-11,-17,8,-12,12,8,6,-9,-18,-12,2340,2,17,-10,-5,10,-13
-4,9,-18,12,-3,32,-19,683,39,-14,-6,-20,57,29,-13,-17,-8,-2,10,-5,-12,-8,-13,46,21,-13,36,-11,1,-16,4,2348,-18,-9,-10,-3,49,-11,12,400
28,33,-5,3,1,-12,-14,-15,48,-13,-16,-19,53,-13,-1,-16,119,0,-18,7,-19,6,-12,-14,-20,105,-19,-18,16,19,0,56,-20,63,40,9,-16,80,-18,63
39,27,-20,97,24,-20,-6,-12,43,23,-7,-20,49,-4,-16,42,15,2345,-6,-3,-20,149,16,-6,108,26,-13,-6,2,-20,-19,-16,10,-6,0,14,-16,42,-14,-13
-14,20,-13,194,151,3,64,94,15,-9,-8,-7,90,88,35,-13,-9,2,-6,2342,-15,-16,9,25,-19,2,-9,9,2,-17,-1,16,59,55,120,-2,9,9,-20,33
60,-6,-20,85,-20,-19,15,-19,-17,12,19,-20,80,-15,5,-18,7,188,2340,-2,-15,25,-18,-11,33,121,-15,7,-10,-16,2343,-16,0,10,-16,7,49,13,76,-8
-4,-14,-13,74,-15,-4,-15,-19,31,260,82,106,-15,75,2342,9,-5,21,2,57,25,-12,162,6,-15,2347,-10,44,-20,32,-9,80,-20,12,73,-8,14,-14,1,14
-3,-6,-7,80,-3,9,5,-7,60,39,-7,-20,142,-20,-19,-10,3,-19,29,-6,-17,-7,36,5,33,28,-20,18,56,5,65,-20,161,-4,-17,-11,-19,44,204,30
-8,19,0,-18,44,213,-19,-17,42,-2,22,141,16,226,2,0,-17,13,-6,-7,-15,36,-17,21,-8,11,-12,-1,2347,-10,-13,-15,-3,-18,45,92,-17,5,83,-17
-20,122,8,71,-18,-19,-19,-19,10,58,19,39,32,1,2,-12,10,10,31,-4,-4,9,40,19,-11,-14,21,-11,-14,-16,-2,-13,57,3,-7,-19,-5,77,99,-13
-17,2,-14,-12,-6,-8,13,-15,27,1,-15,13,52,-20,20,243,-17,42,2,11,-16,3,-20,16,-9,88,2,38,-2,45,79,79,-9,-20,21,-7,16,-2,12,-15
95,39,-14,97,-12,274,73,-14,-19,-16,44,-16,4,103,-3,-12,-17,-18,193,0,-1,-16,42,44,-3,52,-9,-6,45,45,-17,-20,-18,-20,-10,115,-16,1,22,-20
-15,25,-14,274,-8,31,-17,-20,2,16,12,-5,4,-19,-16,-14,-16,-1,11,-12,-5,-14,8,55,1,9,-14,-6,-7,23,-14,-18,69,-5,23,99,-13,-15,139,32
-15,-16,16,119,70,-11,137,-19,596,11,-15,14,31,22,2343,-19,-6,45,-16,-18,1,-1,125,-18,54,-6,-15,78,-11,19,23,-8,17,-17,-15,87,-20,-14,-11,27
-8,-18,218,49,20,7,-18,-5,-19,-20,-15,-18,30,-4,-13,14,13,-19,-17,-3,38,-14,10,8,-18,-9,11,56,38,10,-19,-18,-4,-14,-15,-10,-19,-5,-20,1
6,0,-13,41,-17,-9,-17,-1,-1,-12,25,-4,59,75,34,10,44,-17,30,-9,4,91,32,-19,12,95,-19,40,-19,54,-13,58,-20,-12,101,-9,-12,-4,2341,5
-20,-8,1,28,141,-4,130,-6,-18,0,26,-19,9,-19,13,-7,-17,3,4,41,-19,29,11,-9,-18,-18,-16,-7,-14,-8,9,19,-2,13,63,-20,-17,3,25,8
-18,14,6,60,-11,-19,13,10,87,28,-17,-16,-2,4,21,-12,72,2342,2343,-10,33,57,48,148,101,-8,14,39,-11,73,-15,-11,-6,-13,-20,68,83,-19,147,6
-9,106,107,67,-16,16,36,-12,-6,-7,-6,1,-16,-16,6,30,-19,89,37,-2,-20,13,-14,76,-4,-4,-19,23,108,-10,212,243,-6,-14,-13,42,62,-2,9,20
89,82,7,-6,-9,-2,2344,2,-20,-18,19,18,-9,81,-3,-20,-13,-2,90,-15,-19,-6,-3,38,81,11,-4,-15,72,-15,-12,58,-18,-9,-20,34,-20,-20,-10,-16
32,-11,-13,-17,-12,-15,-3,-10,-19,109,9,36,34,-11,140,12,-15,3,94,-14,-16,2,-20,2344,-15,7,-9,53,86,-8,-20,-20,-14,-18,-12,-15,-5,-14,6,27
-14,-6,-9,-20,-14,28,-7,1,-16,-18,26,-15,-12,-14,19,55,-18,-14,-3,3,1,-12,-20,44,8,-16,15,-7,111,24,37,40,-20,274,10,48,-13,7,-7,53
-18,-12,-10,-11,-12,168,-2,-17,10,-20,49,-11,71,-9,33,3,86,-20,1,-18,-19,-5,-7,37,-6,11,-18,-15,63,59,42,45,7,19,7,50,-20,-16,123,111
49,-15,46,31,-7,-19,-11,6,-13,38,-20,-8,6,2346,-18,-9,-20,6,-19,-5,-17,6,121,-18,42,-18,-16,17,76,-16,4,60,-10,-15,-16,-18,128,48,-19,30
6,-5,-18,114,-17,18,-17,45,27,-13,64,-2,-13,-5,-17,-19,-18,-10,132,2,-19,29,-10,62,-11,12,-6,22,49,18,-13,-9,-19,73,81,21,92,-15,5,-18
39,2,-1,32,-18,536,-8,-10,-13,23,-1,-16,2346,25,4,-15,117,-7,71,-5,-18,34,-7,119,31,-9,-5,57,51,-19,39,-9,-20,2354,18,-2,22,43,-19,209
29,7,-12,2347,-18,-18,31,11,-15,277,10,10,-11,-12,-6,10,0,-16,-7,-16,22,13,-17,122,8,191,6,161,-1,-19,-14,30,-17,23,9,2,53,-17,-14,65
26,-16,-15,-14,1,-17,-19,-5,38,-12,-20,-15,54,27,-8,2,-14,-13,-20,-19,-7,-18,-17,-19,16,13,-15,-20,42,57,7,22,-13,-19,54,-17,107,-15,-13,-11
-4,-17,-11,-10,-1,83,-20,-14,79,113,-7,8,-12,-4,-18,-1,-8,-9,-13,-11,-19,-1,18,-17,-4,2351,2344,-20,64,13,-12,-20,-20,-16,-7,18,32,12,-20,-16
-18,-15,73,-19,-17,9,125,-3,99,480,5,-2,-17,-9,-18,5,1,-15,-20,-10,-16,-18,-16,-13,-8,-4,2341,-14,69,-13,-8,31,-14,18,-13,-6,-12,0,246,11
-14,129,-19,-10,-13,-20,5,-13,-17,-17,-11,-18,-17,-20,-8,21,-20,-18,-14,13,-1,71,74,15,8,-18,-15,2,5,154,-19,-7,-7,-9,-13,-20,35,-13,15,29
26,201,-18,-16,-13,0,-12,-14,9,-13,-8,3,31,-1,-18,-20,7,-19,-13,-2,-11,40,61,2343,-17,-11,-20,-12,30,28,5,29,-10,-14,-5,7,459,-8,-16,61
63,-1,-4,-19,-15,20,-9,-14,58,335,5,-13,-5,3,1,-8,-12,-18,-17,-10,1,-6,-10,2342,-19,7,-11,-14,6,34,2347,-8,-16,3,-3,1,-16,35,177,-19
13,6,-19,-11,-9,127,-8,-12,-11,12,-13,-12,-6,57,16,15,-15,-14,54,16,-7,0,24,56,19,-3,15,10,15,-2,2,-18,-2,20,81,-12,30,28,10,-11
-11,-18,6,-12,41,54,-18,-18,-18,106,-11,-14,45,40,56,-12,65,1,-14,-4,-11,2340,-14,-20,266,-18,-5,-6,237,-1,-19,-16,26,-18,-15,75,56,-19,-15,-5
-12,-6,-7,9,-6,-20,-20,29,-20,7,7,-1,8,-17,135,-9,-9,-20,-10,853,118,13,-3,-15,295,-19,2343,-18,30,-19,-13,-20,-8,-20,114,-9,-4,52,-18,12
122,50,-19,-16,-17,-15,-12,2,12,-18,487,-16,-1,-3,74,-18,-10,-17,-8,-8,-14,-4,3,-12,-19,13,-10,-14,48,-9,-15,69,-12,-6,-20,15,24,-9,102,-13
-5,-9,-19,-11,23,-14,-10,-15,21,5,24,27,-6,68,111,-12,0,6,-19,-18,-2,-3,-17,10,8,-11,-8,-18,29,-14,-17,-4,-12,-11,510,-19,199,-7,74,-11
-1,-7,207,12,16,-10,-16,29,-3,-18,24,-10,-19,63,-6,-11,-13,-12,-20,2351,34,-18,40,-17,23,10,7,-3,69,-7,3,-8,-20,32,12,69,-19,-17,-19,-17
16,-20,2,67,2341,635,-17,-14,-8,-12,50,-20,-11,21,15,3,-11,-12,-20,-13,-3,-8,-16,-14,8,56,-3,46,235,-8,-4,-15,-20,51,-20,-15,-10,29,-14,-9
81,-17,-11,-17,32,3,-17,12,23,-9,-5,11,110,195,6,8,-9,-12,-18,29,-10,0,-5,-8,-8,30,-10,5,6,-18,107,66,23,-18,-3,-7,-12,-17,86,-5
-19,-12,-17,38,10,-10,-14,33,-3,20,-10,34,-3,-18,-3,11,-5,-2,-20,8,-8,35,22,-10,-20,-20,2353,-20,68,-9,5,-11,-16,-7,-6,-8,16,-13,63,0
12,135,12,6,17,68,76,-9,-15,158,2,-12,7,-18,46,1,-14,55,-13,-13,60,-16,-15,-8,27,-20,29,18,233,-8,-19,2,0,21,4,-12,-13,-12,-12,-6
3,22,-5,23,39,-17,-20,31,6,-20,4,-18,-15,3,2341,-8,-18,2351,2347,56,-7,-16,25,3,-3,-14,2347,9,228,82,-13,-17,35,-6,-13,-3,1,-19,41,-20
-14,-14,15,4,41,3,-14,13,-5,-5,-20,64,12,52,2,3,-2,1,-19,-15,70,-11,5,-8,29,27,5,-9,156,-20,-3,-17,15,-16,-15,-11,-9,-4,1,53
0,17,-20,-13,27,-17,13,-20,-12,-5,34,-12,-17,-11,-19,14,-19,4,-18,-12,73,73,-7,-4,-13,5,25,-18,-18,-10,-7,-9,-15,138,-7,13,21,15,57,-17
38,-8,-6,-15,0,143,73,-2,-13,-17,242,1,-16,-8,-2,-10,72,10,34,-7,107,-4,-13,-2,4,-4,18,-11,116,-14,8,4,-20,-17,2342,-18,-12,-5,15,25
-18,-20,46,34,-18,-16,-17,18,128,30,-19,-15,59,29,-19,-19,-12,18,-16,-18,-1,-8,40,14,38,-16,-14,56,16,8,-12,0,-18,1,14,-14,40,1,-18,-20
65,-17,22,-13,37,2348,137,15,-1,-20,2349,70,6,-9,-13,-8,-15,0,-9,-17,11,77,21,-20,13,-10,42,20,177,-14,25,-6,-10,13,41,-17,-19,51,-9,31
-3,-19,-3,16,-4,-19,-18,-17,24,-12,10,41,131,3,112,-8,-18,35,-12,-2,-9,-13,14,-11,110,-9,-4,-4,-7,-16,180,-19,17,0,16,6,-19,27,42,-17
105,25,12,-19,-16,5,-17,-5,-20,-18,-7,144,-15,-9,28,-13,69,115,-19,-16,4,6,-12,17,165,16,-19,13,99,-15,17,-18,-14,-19,36,23,-20,-19,64,-17
-13,4,-7,36,2349,11,130,-10,-14,10,39,-13,4,10,-18,1,90,-16,-1,-18,226,212,-15,8,84,29,-10,-6,131,-5,-17,10,-9,-20,-16,-9,3,11,-14,-12
-17,35,17,17,-18,3,13,-14,31,328,43,63,-3,-20,-13,-13,-4,-13,45,-5,-16,5,0,-6,15,98,-16,-19,165,3,-6,20,38,-12,166,54,-15,35,-12,1
-19,23,-3,-16,-3,33,36,0,0,-13,12,-7,35,-16,-4,-5,-12,-18,-18,203,25,16,-15,-2,79,-4,-11,15,149,-5,-13,-19,-12,208,31,35,-9,-6,468,3
-19,0,-7,5,-20,97,2344,-13,-7,-20,-15,-7,-10,272,-18,28,3,-13,-14,8,60,-9,0,-20,2346,18,-20,174,121,-19,-20,-5,-17,-16,328,50,5,18,2346,-2
120,10,-10,-16,0,-1,-3,-15,51,3,55,4,-18,-9,2,-19,5,-12,139,-10,20,8,-19,10,206,66,-19,28,-4,-11,8,-6,-19,301,13,25,3,-4,-11,-9
28,93,73,-3,-18,8,6,-11,11,255,-1,2344,-13,49,108,-6,41,-16,105,0,-6,59,12,2,44,20,5,119,84,-10,-1,65,-6,9,-7,43,-18,491,-11,-14
-10,-16,-16,-19,-14,144,3,24,-18,18,-8,-3,4,-20,-17,-2,132,-20,2351,10,-11,-15,-15,-3,-19,-19,-15,-2,36,-19,-19,208,-11,-17,42,-15,-16,20,21,45
-10,11,-11,542,-19,12,13,-20,0,-6,11,21,-20,-20,21,5,183,152,-5,-20,74,-9,-16,7,-13,-12,22,-3,131,-8,-19,-13,-19,-16,2344,-2,-17,18,3,196
0,-20,-19,-19,-16,4,299,-7,-14,-16,7,-18,-16,4,-14,-5,158,-15,-19,-19,1,19,133,-11,70,37,-17,-14,105,-14,-5,14,-11,2,2344,62,-2,37,-17,-18
-19,-18,16,-6,5,14,-9,-15,-19,-19,2341,40,-10,-18,2348,48,-8,0,8,-12,142,-11,-14,3,90,31,-13,-19,-12,21,-13,95,-8,-15,-8,55,-20,-20,7,-5
-15,-19,-6,31,10,35,-6,249,-12,-18,-8,-17,-13,29,-13,-19,-8,-4,-11,-3,12,4,11,-3,60,2351,-11,1,87,441,91,0,-3,-4,0,-8,78,-20,-7,277
-6,-19,-18,-11,-8,25,75,-9,-13,18,24,-18,-13,-14,14,-7,-13,-20,11,-11,462,64,-5,-17,2342,-6,23,7,119,27,-16,153,33,6,5,-13,-13,-1,0,2344
23,20,-19,-9,-17,31,12,-20,130,-9,-3,-9,30,136,-5,107,-11,50,2341,-4,-7,15,-9,5,-7,-6,-16,17,23,3,-15,47,94,-10,38,3,-16,-10,-15,31
-15,-20,1,-12,-10,99,-1,-15,94,-15,-9,-15,68,53,-19,38,18,-13,-13,-20,106,68,39,-20,-13,63,-18,71,76,0,-10,-15,-13,-13,34,-11,-17,-11,-19,-19
-8,1,-5,36,-20,2,58,11,10,-12,23,-16,-5,-15,-20,-4,23,5,-12,10,83,51,5,101,-6,68,23,-18,90,-8,-10,-20,-11,21,-5,4,-16,27,-20,-19
-20,66,-17,-10,10,-14,5,34,16,-9,26,-14,-9,-8,5,-10,1,-9,-15,249,348,57,9,-18,-10,13,61,0,38,-1,-2,190,133,-7,-9,42,-18,-18,30,-17
-17,52,-8,-2,-19,43,5,-13,10,6,11,142,22,140,80,-20,-11,-15,-7,6,114,-20,-14,-18,18,-15,-13,-14,82,-18,-17,3,3,3,71,44,-10,-5,3,16
-15,121,-18,19,-16,-20,25,-6,8,-15,41,-14,-5,-5,68,43,-190,4,-1,-16,9,26,-13,3,-14,-19,24,68,-12,69,-10,11,-13,-18,-12,10,-8,-17,-1,6
53,22,35,-1,-8,-18,-20,23,-4,-3,-10,11,131,-10,138,-18,13,4,-19,-17,-19,14,2,-19,-15,-14,-15,-4,-20,69,-11,22,-18,-15,-10,-17,289,17,-18,-13
6,2,100,-5,-14,29,216,26,-16,7,-9,114,0,4,-20,-14,-15,-20,-11,122,-18,289,19,0,5,6,-19,-20,-13,377,-11,-14,-19,92,-13,-15,-7,-18,-4,16
-6,-5,1,-7,91,-20,-20,-19,-13,-7,54,11,17,-19,-17,17,44,-6,22,-19,-13,40,-15,-17,99,-18,-20,6,2342,-7,180,1,-6,-7,26,-10,-2,-7,-19,-4
55,-17,-17,11,34,-13,15,-16,-11,-18,31,-11,-4,-16,-6,420,-18,-2,-17,22,33,11,20,29,56,2352,-10,-11,-15,51,-11,28,-20,-11,-5,-16,-16,16,7,-10
-15,16,34,55,13,-9,24,2342,-20,19,2,-18,77,-20,-15,1,226,3,10,16,-5,-15,-14,18,-9,327,-18,19,-14,38,15,-18,-9,9,-5,-20,-19,3,-17,14
50,-7,39,5,-6,22,14,18,-9,2341,-1,-12,-13,-8,-20,70,221,-19,-20,-17,-10,-16,4,3,-13,426,35,-20,24,19,12,44,-9,-18,-9,6,-12,3,-17,7
27,-12,-8,-17,-17,-3,-3,-17,-10,-3,12,142,31,-10,10,71,-20,30,11,-6,-19,-1,-10,3,-19,-7,-18,85,-17,42,51,43,-12,-20,28,-5,-3,-19,-4,-14
-3,-10,-1,-15,-1,63,-20,-16,104,-16,-2,-17,-4,-4,-7,-9,423,14,-10,71,-6,-14,-18,27,146,68,-13,-14,2346,49,-10,-14,-19,21,5,-16,-16,-1,28,-20
-6,-4,17,17,-15,76,8,2,-6,26,12,-19,-17,-18,14,50,-20,22,-8,-9,113,-9,8,-17,-4,-5,7,-2,-16,6,104,35,-15,-15,-10,-4,17,-19,-10,93
56,-15,23,-8,-20,5,2343,-13,-19,180,20,-19,-13,-18,-17,73,316,243,-6,13,57,66,33,-20,111,-17,3,21,90,-17,137,12,54,-13,-1,9,-13,158,8,5
30,-20,-13,22,-12,-8,-16,-18,-19,17,27,-19,-17,-14,-12,29,-5,80,71,-20,25,-18,79,-17,15,-10,-13,-15,28,79,14,-19,-17,54,7,-2,106,0,15,0
43,-17,-15,-15,-8,3,-9,46,18,39,2350,-8,-14,-9,-8,-9,255,-16,23,-11,48,-15,-10,-11,-8,40,-18,11,24,-17,70,153,-16,-17,65,106,205,-8,11,-8
-20,178,0,39,48,116,-17,-8,36,62,-10,13,1,-3,15,65,-19,-10,-19,14,-5,-17,-8,18,12,51,8,42,-20,-19,-16,-8,-9,-4,-6,-6,-17,16,2,7
3,40,-16,9,20,-8,-6,-15,-9,-13,-9,1,53,4,-9,-2,322,121,-9,-12,72,-19,-9,-12,9,-2,26,26,-17,2,-17,42,56,2,-5,2,125,12,-12,37
13,-7,14,21,52,9,-5,-16,-17,-12,21,-20,-5,-19,-17,-7,-18,-13,-18,-4,168,-15,-19,-13,4,11,-14,84,-15,24,16,-11,-19,-18,3,-15,15,105,-11,-10
-14,51,-12,-16,-20,-14,74,-19,-8,-10,-12,14,-18,-11,-18,-7,5,-18,-13,-10,-14,80,168,-9,-10,-20,-10,-20,-11,8,-4,113,42,55,11,-12,26,-20,31,-12
2,-13,-20,11,-12,17,-17,-20,2341,6,82,-13,24,2341,-18,14,-8,27,-13,-2,4,74,-11,6,39,-1,27,333,-19,-16,-16,-10,63,10,-18,5,-9,-14,0,182
3,27,0,2348,-18,-4,-19,-10,-17,-17,121,8,-12,-17,-11,-10,-12,-9,-20,-16,-5,81,16,-11,-3,-13,120,-17,-15,-8,-20,1,-9,-19,34,-18,-11,-7,-13,-19
35,-2,-15,-7,-14,0,-19,-18,-6,-18,-8,-18,-18,-12,-20,25,149,11,-17,-14,30,0,0,-6,-16,18,-14,-7,171,-4,-11,-13,-20,60,21,-20,-10,-19,-16,-11
125,-7,23,2342,-9,7,-6,-2,0,-13,-2,7,62,-15,-17,-5,19,7,-14,7,31,49,-2,-7,2347,-3,35,-1,27,287,-18,-18,-15,2,-13,5,7,12,-20,-20
33,-16,6,-11,-17,147,-18,-19,83,-5,-14,-20,8,18,86,42,33,2,-12,2346,-18,7,-13,-6,-17,21,0,-18,45,-3,7,-10,10,-6,14,22,-15,-16,12,3
