ORD,DFW,LAX,ATL,DEN,SFO,IAH,PHX,LAS,SEA,BOS,LGA,JFK,MSP,EWR,DTW,MCO,CLT,BWI,PHL,SLC,MIA,SAN,MDW,DCA,FLL,DAL,HOU,TPA,BNA,STL,PDX,OAK,AUS,CLE,SMF,SJC,SNA,MCI,IAD
-3,-3,5,36,0,72,-17,2351,-18,130,-7,38,34,-19,-7,-19,21,-10,9,2344,-17,95,93,14,-7,-19,-20,2342,164,-3,117,52,-12,-7,-9,-2,-12,-5,16,125
102,16,177,31,2,40,-20,-1,0,19,-10,21,-13,46,-10,-5,38,-18,2,-13,16,-14,-19,10,27,22,34,-9,-5,7,2,392,39,-11,-20,13,36,-15,-7,-18
-14,1,45,-9,-19,16,-19,-18,-14,5,6,5,-15,0,-16,37,-12,12,-20,-19,-17,27,-3,32,-1,-12,-15,-14,-18,-16,-20,27,-19,-15,-18,5,-17,3,0,268
-9,-18,-11,-17,1,-2,-17,-17,-4,-18,-8,7,5,9,11,24,-4,30,17,-17,9,-18,-16,-19,10,-19,2342,-6,-20,-17,-12,56,56,0,48,22,-5,46,2345,1
9,-16,-5,-13,-9,0,-17,-20,1,-17,-13,79,82,-20,-9,62,10,-12,-11,-14,-13,-15,68,-10,-16,-9,-14,1,-20,-18,7,13,-7,-18,1,-18,29,9,-18,13
-8,2,2353,0,1,13,-20,21,17,61,1,98,5,42,-6,-2,-10,-13,-1,-15,-11,125,-8,7,2341,-19,-19,-15,-5,2344,-9,-5,-20,19,-7,125,-11,-16,-3,-17
12,-6,-1,6,25,37,124,-18,-17,189,-14,29,-6,30,2344,144,-16,10,2,1,42,3,-11,-11,-15,-11,-10,-17,-16,542,-19,-16,5,-15,-16,101,-20,-6,-20,10
8,-4,54,-5,7,26,-14,-20,33,-19,-18,17,48,-11,78,-9,-13,-18,-13,-12,2349,-17,5,32,5,-17,122,-20,-17,-17,-18,85,-6,-14,-17,-3,-15,-12,47,27
4,14,7,13,-17,2342,84,3,8,-7,-14,36,60,30,-6,-5,32,51,-2,-19,-10,138,329,110,-5,132,-7,-17,-9,-16,-20,73,-15,35,-14,-13,-5,-10,-17,13
-6,47,-20,-15,-8,-20,-5,-7,2343,-20,7,-18,5,-19,26,-11,5,14,-4,-17,8,-18,-19,-1,-12,-10,-14,-11,4,-13,-19,-16,-15,-9,-17,-10,12,-1,-1,538
-1,5,416,74,-20,31,7,45,-18,-19,2,4,21,27,2,37,74,-15,-13,11,1,91,-18,122,24,2340,2343,35,37,-1,-15,23,-8,-4,-5,716,-19,100,4,48
2,337,-10,0,-7,3,16,2355,-6,169,-20,5,-6,105,-3,16,34,0,29,-14,69,-9,-391,56,157,-18,-13,94,23,7,2348,-15,8,-20,4,45,-8,57,22,25
0,-12,-3,11,-15,19,28,-13,-18,-9,-16,20,-14,-6,-13,33,-14,-18,-13,13,-13,30,1,-12,-6,-19,-5,62,-14,155,207,18,-16,10,4,-16,-12,6,18,-11
2351,-17,-18,2,2,-15,29,-9,1,-4,15,30,-12,-10,9,-20,1,-17,2347,-5,-15,-11,-10,-7,13,-20,-7,-4,-19,-18,132,-20,-19,10,-15,-20,-20,-5,2341,-8
-15,-8,4,-17,-10,-13,-18,-17,-8,-19,-15,42,-17,4,58,-10,-17,13,58,-13,-6,3,-7,-19,-16,-16,-9,-18,-18,11,272,12,-15,-19,28,-15,-20,-20,21,-19
-2,-15,1,-12,-20,207,16,-15,151,-19,2342,18,-2,-18,-16,-6,-20,-14,-3,115,160,-3,40,15,-13,-7,-4,-17,-14,-18,-4,-11,-6,5,-9,51,-16,4,0,-18
18,-7,-15,-12,50,10,-3,-20,-4,-20,-18,-5,17,132,92,-20,-8,7,-5,-14,-4,-5,-15,-18,-19,29,-19,-3,-4,57,4,12,-20,-13,112,-18,-6,-17,28,-2
11,-7,-11,-20,-8,-18,-4,82,81,0,2,-6,1,131,24,15,-15,-9,52,-14,-9,109,18,19,19,51,-1,23,-19,-17,-3,36,-19,4,-13,10,-18,10,16,-6
-2,-17,-12,-9,-17,5,-10,-13,-16,-6,33,62,-13,-20,6,-20,8,-1,0,11,-16,26,-20,96,107,-19,34,28,-20,-7,96,-2,-17,-15,73,-14,4,49,-19,9
34,-7,-8,-15,4,-17,47,-10,-12,48,-18,2344,-19,-19,3,1,42,2,-20,-20,83,11,-19,9,23,0,-19,82,-19,-9,2346,38,-16,17,-11,21,23,-9,11,2341
17,0,49,92,47,-15,-3,12,33,-17,-20,46,12,99,13,-17,26,2341,40,-1,-11,69,11,-18,8,2,-15,75,1,-19,2352,-13,-20,15,-12,9,-3,22,-1,0
12,41,-18,52,-17,61,-2,14,2342,-14,-5,-8,-4,31,26,59,6,87,2340,-2,2350,3,41,39,-5,-19,-19,13,-1,-19,32,-15,-17,-6,-3,-18,36,10,30,512
13,38,57,-5,-17,19,-15,-13,9,13,0,50,-10,48,16,-5,15,-10,-8,-18,43,8,-2,102,3,-2,-20,55,-20,43,-19,-9,-11,-17,5,-9,-8,-11,5,396
-17,93,-18,-3,4,-19,-18,94,-19,-15,-18,5,42,277,-20,-17,341,-5,-18,-15,15,-19,65,-14,-19,46,46,-15,60,-17,-18,-16,-12,-6,43,-16,-20,-17,-1,2340
36,-5,-14,6,-8,-2,-9,-2,0,85,-18,11,-19,-10,-12,-16,51,-19,-18,-18,46,12,-18,-12,-10,-17,61,12,35,-8,-15,123,-2,11,9,-20,1,-16,140,-8
19,3,102,46,11,-11,-11,484,-15,-6,-10,10,-12,345,49,170,89,-2,-11,12,-18,7,70,-20,-19,-16,-11,-17,-14,-5,-13,419,-16,-18,5,-16,19,-18,31,10
-14,35,-6,-1,2340,-4,36,214,64,-17,13,42,-15,35,-18,4,156,-12,-14,-8,-8,287,36,-20,39,-19,-2,17,-16,4,2,46,-17,4,-17,-19,-9,-12,-19,-1
35,-2,-14,-4,66,45,53,-8,5,-12,-1,30,2,-18,-14,-11,-11,-11,3,2340,-20,-12,19,149,-18,-20,-16,28,44,-14,-19,-4,-9,-10,-18,-19,2343,-20,-10,243
1,84,204,41,5,58,11,-7,63,-18,20,1,-13,-13,12,29,-20,-10,35,-10,6,156,134,-9,-13,-16,-9,2,3,14,-13,3,-14,80,-17,0,-8,-7,15,-15
5,-20,93,4,-20,-7,-20,-14,-18,2,-17,71,32,86,2,-20,52,-4,-13,-4,-11,-16,-18,-7,9,-19,20,37,0,58,-6,52,-3,29,22,-12,4,-11,0,-19
13,13,-12,39,26,-19,-2,3,-13,-14,-13,11,70,-13,10,-15,202,-9,3,-20,-4,35,-18,-7,78,9,-18,3,-14,-14,41,-14,-15,-12,116,13,32,6,307,-19
36,46,21,-19,103,18,183,-9,-6,64,42,44,17,49,-20,-19,4,-4,94,13,133,54,11,-9,-9,69,25,-18,114,-9,-15,-12,74,1,-1,-11,70,-20,32,-17
29,18,15,136,-3,-20,-17,40,22,0,56,-5,53,211,-13,54,161,-7,-18,-16,-19,60,-14,-19,-14,130,-20,51,-19,0,81,25,-20,-20,50,214,28,-10,42,-13
-18,-17,11,-9,2343,-13,-7,-11,4,-15,144,165,-13,37,-18,2341,-7,-1,18,56,-1,56,-18,-14,57,-15,-5,-14,62,-19,-18,39,-17,-19,-14,76,76,160,-7,-14
2,0,2,-20,32,61,-11,-3,-3,6,646,71,3,12,-6,1,-7,2,-17,1,-13,46,-5,10,-20,2347,-12,24,40,56,-10,-17,-18,23,555,-12,30,-14,142,112
5,35,3,27,-18,2,-5,-8,-16,-20,15,62,5,-3,-5,35,25,-17,274,39,2344,48,-16,-15,-20,0,5,-12,266,114,-17,-13,-5,303,2344,1,-14,106,-18,-19
-12,34,105,0,26,-14,39,-15,-6,62,37,34,172,-17,-9,42,-14,35,-10,2340,39,-6,-13,-18,-18,8,13,10,-20,-8,-3,-1,-12,18,-10,59,-20,-16,-16,22
6,12,108,-4,46,59,2341,-12,-7,-14,227,5,147,-13,9,196,186,-11,165,-12,30,65,92,4,-17,-14,11,8,-16,7,12,-8,-20,2342,-13,168,20,27,-19,-3
2340,-16,23,0,46,-7,-7,-7,-6,-20,-9,-4,17,20,-13,33,13,-11,99,-12,140,0,-9,14,14,-1,33,-7,-20,2340,2350,202,-19,11,-15,81,-18,-12,12,-20
-11,36,77,-4,77,3,-6,-17,-17,13,-13,42,1,-15,21,-6,-2,-9,46,18,33,-12,-3,35,-20,-2,3,0,-9,26,2350,-10,-8,-8,161,126,8,-13,14,-6
64,199,19,-15,111,-19,101,18,102,48,-18,-17,37,13,4,-17,147,30,-14,-6,-9,31,65,-7,29,-3,-17,-6,-20,18,13,-20,5,466,-12,130,-17,-10,-3,-5
20,22,22,-15,-20,16,-19,-1,-14,37,-11,8,75,-16,-5,23,-20,42,-18,-17,-4,138,-16,-1,-16,-13,-14,3,14,-6,90,-19,-13,-19,21,-7,46,-15,81,21
-5,-14,4,14,-12,-16,16,51,70,-5,11,-17,132,14,10,-7,-17,17,0,-20,89,-7,-10,12,-10,-13,-6,-10,-6,82,-5,-7,8,15,-7,134,154,174,38,-14
17,25,-13,66,-15,-4,8,46,19,-11,-19,46,26,38,15,-9,-14,-20,0,116,33,16,-14,177,-16,-8,-11,-19,-2,5,-19,-20,-20,2345,-5,-10,14,-10,2342,8
-17,164,-19,-2,43,-14,-7,-9,39,-14,-6,73,-19,-1,24,9,7,-16,-17,26,1,-15,31,2343,3,-20,10,-17,24,2343,15,36,41,21,0,-11,-4,-13,108,38
67,-13,-16,25,-7,232,21,-3,64,10,-11,10,84,-6,9,-16,-9,-4,112,60,67,-11,16,52,17,-13,-18,-18,-4,-20,14,-17,9,-9,1,-7,-9,22,-5,57
-2,-12,-12,52,-5,33,132,8,14,-13,36,7,4,-12,-16,4,-17,0,-2,0,-6,12,3,-2,25,-10,-12,11,-9,-18,-4,-8,-20,-14,-19,-20,76,14,-16,-19
24,90,-20,-5,4,260,95,-12,12,-7,-16,51,23,58,14,59,9,-12,24,46,49,45,-1,-10,-7,-16,-13,-16,16,-18,4,1,97,22,8,50,-14,7,28,99
8,-1,2,-8,17,19,-9,-15,-12,-1,-17,6,40,130,-16,-11,-4,101,-14,-13,31,82,-17,-15,335,-14,20,-3,-16,-12,244,4,-8,-20,239,14,-16,-7,-20,-2
-11,-10,-18,-20,-20,8,-15,7,43,-5,17,13,68,-2,75,-17,-3,4,258,-14,-13,31,26,-11,34,-20,-20,-20,-20,-4,249,38,-16,218,76,-7,24,79,-19,105
11,-18,11,-6,-16,146,263,-13,2347,143,-14,-1,18,30,26,-16,15,12,-13,144,-13,-1,-19,-19,3,7,-7,-13,-17,-15,2,-20,-7,-11,-11,15,30,36,2343,558
-6,-18,-12,-17,-19,-10,29,-14,-12,-14,-15,19,20,-6,5,22,-17,-2,6,-5,-14,8,36,-13,-13,-14,-20,22,-4,33,207,35,37,333,-13,73,33,177,13,299
-3,-10,-18,1,2,45,85,-9,-3,4,6,-17,97,-5,2342,-14,-10,-8,6,-14,-17,-19,2,-6,-17,61,9,5,27,73,28,16,-18,191,-14,18,39,-15,282,35
-19,-19,-7,-15,21,45,-12,-17,-15,-4,4,94,21,-13,48,33,-19,-17,1,-10,-14,4,7,-17,-9,5,47,-14,-20,13,128,-11,-3,220,-16,-20,33,30,-12,-12
1,-2,18,11,-2,20,-8,7,-1,154,-9,5,-16,-19,-3,494,-14,8,-20,-20,57,-19,-19,-2,0,44,61,23,-16,-18,-20,-17,-19,-1,-4,-19,42,-7,-17,-10
3,-17,15,25,3,-10,60,-4,0,2342,-8,9,100,-14,0,-4,-20,-1,10,42,-13,-14,-20,-11,-6,150,-17,3,206,70,-17,-19,-3,-20,-17,-8,21,86,23,-13
-13,0,-1,84,-14,3,27,14,-4,8,-14,73,212,-6,-10,-16,-16,-10,-17,7,-15,-10,-19,-13,29,93,-14,275,-9,32,18,89,-10,36,-18,70,22,20,2344,-6
48,-10,-2,67,-20,107,12,7,123,-19,63,59,15,83,-18,10,18,6,-18,-3,5,80,-6,57,-11,-18,-17,6,-19,-11,-16,53,58,63,-11,-17,106,-15,-14,-19
-5,-14,-20,-19,52,-11,-11,20,-18,41,14,63,109,-9,0,-14,-10,-7,-13,-17,-16,-20,50,-20,1,2348,-10,16,-16,5,-12,38,-6,141,-20,-13,116,90,114,105
8,7,-17,-17,71,-13,-14,1,5,-7,-4,-6,48,-9,-8,9,-3,-7,-13,6,-15,-19,0,30,-20,27,25,111,115,16,26,-5,36,-3,30,161,185,-14,87,55
-3,-1,-2,179,42,-13,-7,-20,0,33,68,2,8,-15,133,5,9,-6,-9,-19,19,-18,-8,7,-20,-11,413,10,-20,49,21,21,-14,-8,-14,184,141,6,87,127
-12,-3,-14,-2,-5,-18,-18,6,-19,65,66,-9,25,-18,25,29,16,-4,23,-19,-10,-13,23,118,-19,-16,0,-11,-7,43,-11,41,-14,-19,9,107,27,36,6,-19
7,-5,-13,-19,65,2342,48,-9,-11,-12,96,18,-14,147,1,100,21,-16,406,13,105,-14,31,14,-5,32,35,27,-11,-5,3,58,21,29,-11,42,75,9,15,151
-11,20,-18,17,-13,-14,-9,12,17,-20,-11,25,153,7,-7,47,3,1,2346,-17,117,-13,-16,41,-10,-10,-4,61,29,13,295,-5,-18,48,37,-13,27,-19,33,43
34,7,-7,-20,-3,-20,-19,-13,43,-19,62,70,76,15,41,19,-20,-14,-2,69,42,-17,-15,-16,-18,-16,56,91,59,-14,11,15,14,24,15,41,223,79,14,121
26,19,-20,-15,-7,-12,-19,-13,27,-19,11,-13,85,4,-14,40,88,-17,79,150,-19,-14,37,-15,2345,-6,-11,-10,-11,31,-18,122,327,-19,-18,-10,75,-12,-20,-10
32,-13,-19,145,-20,9,50,-15,13,-16,-20,-13,-11,-17,65,5,-17,-15,-17,-18,62,-6,-13,-6,-19,-2,1,-15,2,163,-15,-15,226,-13,40,26,-14,-6,2343,25
5,30,-6,-19,51,3,-3,2,1,7,4,5,-5,58,-17,-15,-15,-14,2340,-19,-6,-17,-7,13,-9,-19,2340,6,33,-2,-17,-15,-11,2,-17,-15,-3,79,2342,117
58,17,-2,391,-15,33,77,-7,6,-17,-6,2,94,71,-2,8,-7,-9,12,-12,-1,-18,30,-12,-1,-9,-20,-14,-10,4,-20,-10,121,-17,-15,-4,35,26,103,-18
5,4,-13,-17,5,9,-13,-17,44,146,18,-16,107,12,-17,-11,-20,-7,-12,25,12,-19,13,-16,-17,36,181,-19,35,-20,164,-10,-20,-14,-11,-12,65,10,-19,2
16,-6,17,28,-13,-14,31,173,-10,1,1,34,61,-18,6,-4,-20,-12,10,-20,-10,-9,-5,-16,-20,-15,1,-18,2347,99,2345,2357,50,-11,-10,15,9,23,-15,132
32,32,-14,-18,2353,-9,16,60,-9,2,-16,-15,41,-7,-6,-18,3,-12,62,-17,129,-6,79,33,14,-16,-20,-5,-16,0,-3,-2,90,-20,-8,35,59,-12,-17,65
-2,-14,-14,64,2,-1,42,53,-20,-20,-3,-10,258,-10,9,-12,-19,-13,11,-5,-17,-3,91,27,-7,-9,5,-5,7,-9,2341,63,92,5,-15,409,32,111,17,-16
-17,10,-19,37,37,-15,22,-16,-1,-9,-10,-2,45,17,-3,-2,-8,-15,1,-2,-12,119,-9,18,110,58,-9,21,-3,-12,-7,91,-17,33,-18,-2,4,2359,41,-5
21,8,-16,31,45,2,13,-18,-1,-10,15,-9,61,-15,22,-16,133,4,-18,-13,-15,-11,80,19,-18,2351,74,-2,-10,-19,-8,38,73,-19,-3,-19,6,281,267,305
-18,-20,-15,-13,33,47,-11,-17,21,5,-15,7,44,-11,-3,-15,-15,9,-17,51,-9,-6,-12,-12,46,3,-10,5,24,121,-17,2,-11,6,-17,-9,-14,-10,-18,-4
5,152,-9,0,0,-8,-8,-18,13,-9,-17,12,39,-17,-7,-10,-20,7,-19,-9,350,-3,27,-20,-8,13,-6,23,-18,55,-7,43,42,-20,-1,-14,-15,9,-16,-18
2351,-18,5,34,0,-7,89,12,-18,-18,1,245,48,2,-4,20,-12,12,66,10,-16,5,46,-15,-16,-7,-19,9,-16,9,-19,25,50,351,54,61,44,4,-17,-14
-5,-7,-14,61,2340,-12,-15,-18,-1,-14,67,-14,10,-20,1,18,106,14,193,-6,63,-11,-12,-6,10,-11,2350,-17,-11,-12,14,-18,71,-17,-17,-16,36,152,-14,-3
11,-7,-11,36,230,-9,4,-14,68,10,-20,44,2346,-20,0,4,-17,-20,-20,-17,-18,1,25,18,-8,-10,-17,-16,24,160,-11,-17,-8,-3,4,-19,55,205,-15,4
10,25,-2,32,129,8,-12,-13,-6,-12,0,-15,-20,28,-20,148,7,111,-14,-17,13,5,4,-2,-9,-9,23,-5,34,2342,19,-19,4,-13,-15,5,-6,440,3,181
-16,40,-2,-18,10,476,-14,11,-11,-17,70,39,-11,-4,1,21,41,-12,-6,-19,11,-4,-19,3,81,-1,42,-7,-17,2342,50,160,-8,-13,58,-19,48,215,-7,-12
-12,-2,-3,-8,45,-5,-17,-13,26,-16,511,26,-15,-14,12,-5,-9,-13,108,-15,-14,-1,-7,-3,-5,-1,-14,-2,-11,-17,12,3,-14,-16,-16,2345,-5,-15,-17,26
63,2353,-11,41,13,-16,23,-9,53,7,33,100,7,-15,-4,-10,-1,5,-6,11,3,141,-8,-12,297,-15,-7,-2,-11,32,0,5,-18,-19,-18,65,-17,102,-20,2
-1,47,-11,-19,-4,-16,12,64,-17,1,330,-4,15,-1,4,60,-20,-3,-20,74,-20,91,-6,61,103,7,-3,-12,-8,30,-18,-5,-6,209,-16,46,46,137,-20,-5
1,-11,-6,59,-17,58,-18,60,2,10,180,256,-2,-20,-19,-19,1,10,-17,-3,91,-17,-14,-17,15,-15,13,-13,37,-10,98,205,-4,-13,5,10,-2,6,2353,-14
0,129,-15,-18,-15,31,31,198,143,26,-15,79,17,19,44,-20,-2,-16,31,7,-12,-16,-17,17,-12,9,49,-3,-10,-17,22,-12,-18,-18,-1,-3,72,105,-11,-3
0,31,-20,-9,-8,72,-7,-8,522,-11,-17,-20,19,146,18,365,-15,-7,-19,26,8,37,-5,-18,81,5,-15,-5,15,4,2,-16,168,-12,-2,-18,-14,26,259,-9
15,0,-10,3,-19,-15,4,67,0,-9,-19,3,-3,34,-14,-16,-2,-20,-8,-7,0,-14,-11,-6,-17,15,-16,-15,232,-7,-16,10,-11,-20,-16,244,-10,53,40,2341
4,-20,-18,-18,22,-14,-13,-13,-2,-17,116,3,-6,72,-16,72,13,12,4,-4,26,4,-9,250,-8,-20,-1,-1,-10,-18,-2,-7,-12,-7,50,-15,-20,-19,166,-20
-20,-15,-18,-20,31,23,-5,26,74,1,51,-18,54,-16,40,-12,-10,-19,33,-11,-20,-13,-11,-13,265,25,-11,-3,-20,-10,66,-19,-20,2,-19,-20,-6,5,42,-19
-14,37,-2,14,-16,2347,-20,-15,2340,-4,-12,-3,-16,48,8,12,-18,30,51,1,40,-9,-15,33,-20,-17,-13,-17,166,-13,42,395,50,-2,7,-14,-19,12,85,-16
19,9,-4,-19,-10,-4,-2,12,15,-8,-20,-20,-20,-13,-18,-17,-7,-6,78,-7,-8,59,33,-13,30,-11,-5,-13,8,17,82,-19,1,-17,-10,-17,14,16,14,-11
36,12,-19,8,-19,-11,-20,20,-19,-13,-20,-15,-7,37,-17,-18,-5,-10,-9,-5,71,-5,-20,2,-17,46,-6,-14,72,61,6,-11,-8,-4,298,-12,-1,4,48,71
-14,-11,-18,-13,55,130,39,30,205,2,-20,22,-10,-13,24,181,274,-20,180,208,-5,2,-16,12,56,-16,-10,-1,10,7,23,4,14,-19,2,31,-240,-19,33,32
8,15,-11,-14,52,-17,36,32,67,104,0,69,-13,19,6,56,-17,-7,11,32,-16,-7,-20,29,53,100,2342,44,3,15,8,-4,25,-19,29,-3,-16,-12,12,-16
27,-5,-16,-20,-16,43,-13,89,0,-10,29,302,-20,33,-19,9,-6,36,101,36,-8,49,-7,-16,-10,-4,79,13,43,2,42,186,4,-20,-20,-4,-13,-11,-20,-13
31,147,-20,-8,-13,28,-12,19,158,10,29,-3,-4,-4,-13,-12,14,-8,24,7,16,8,-7,-11,16,26,-20,-18,4,-15,-1,-10,-16,29,-20,26,-14,5,2350,-5
-18,136,-20,7,-8,129,-15,118,-3,48,-12,5,2,-18,-4,0,16,-1,-20,56,-18,35,-19,-6,1,-20,-11,78,-15,-3,-18,-16,-19,-8,35,7,328,-1,91,2344
14,27,-18,-20,44,70,-9,1,31,2,-5,-19,185,-7,-17,-4,30,86,304,54,-10,-5,35,28,-15,83,41,-18,14,-15,39,-11,76,-15,24,14,238,107,31,-5
-13,49,-11,-15,2,-5,-10,-5,-14,-6,-6,90,33,-9,-12,-3,148,23,0,11,-20,152,-3,72,-7,282,-18,-18,101,-18,78,-3,-15,-19,-8,61,-15,-18,-6,-11
2343,-5,-16,31,-19,-16,-4,7,3,-19,-15,12,-8,59,-13,24,11,-20,-5,15,-19,57,-20,11,-16,-19,-11,12,15,22,26,-19,-15,234,13,84,-17,-13,94,60
8,5,28,7,15,102,-13,-6,37,-4,-20,24,-11,-5,149,149,-15,-17,31,50,-19,31,-2,-20,53,26,-16,20,6,90,16,-17,112,39,-6,66,119,-12,-17,52
3,28,-3,-16,28,94,-7,-19,48,9,-9,-20,-20,3,-11,-1,45,-6,-19,12,82,-15,41,-15,3,34,-19,2340,144,-8,149,30,-2,-18,-13,-5,188,-18,57,79
7,8,-5,-4,-5,10,24,17,3,-7,-11,2,217,0,7,176,22,-20,-15,45,154,-2,35,-5,10,-17,-16,-7,405,3,-18,34,7,4,5,-5,10,2,43,2344
3,-2,20,59,-6,218,-3,-15,-18,-1,-13,-17,-17,56,-19,5,14,41,-15,31,39,31,51,-10,-11,46,-5,-10,62,-19,-18,20,-17,-9,-19,31,24,43,2355,-16
60,-17,-1,-1,-10,-5,2342,-19,-20,-10,-11,24,-18,-18,6,-19,-18,15,2341,16,3,-4,18,-20,93,-4,-11,1,-20,-5,22,56,-15,32,7,120,-7,12,21,-15
10,6,-17,-16,5,-15,2341,-7,31,-6,0,-20,12,-16,24,41,-15,-10,-17,60,38,0,40,46,36,10,17,-19,35,-19,150,-12,-17,-19,2341,45,-4,66,-16,3
-1,3,-4,-17,-17,6,-8,-20,33,-13,6,-13,-7,157,91,14,-5,-8,-20,-7,72,-5,6,26,73,-16,7,46,-19,60,-13,40,-16,-17,2,53,2,96,2352,52
-11,1,2,-20,-10,123,-10,23,-11,23,-8,0,27,103,0,-9,84,-20,-7,6,53,71,-6,0,4,29,-16,-16,-20,5,-16,-19,-19,18,-15,-12,22,69,-14,7
26,-7,-2,0,-17,31,-15,-20,-1,-18,-14,-10,-12,-16,-20,2,-17,3,-19,41,-17,13,5,6,-7,-8,-17,-7,-16,45,-15,-16,3,349,4,-19,-18,63,92,111
2355,0,120,-16,13,0,113,-17,-18,52,-4,-10,1,-4,18,1,-20,-17,-14,65,34,-17,28,-15,-16,8,-3,-16,11,4,-19,-15,-15,-16,-20,165,-16,78,7,-19
42,70,18,-12,52,6,-19,-4,9,3,24,44,16,-2,-17,124,111,15,-17,-18,9,86,40,25,-12,60,-20,-18,8,224,-19,-19,-15,-16,-19,63,-2,67,-9,61
12,17,-15,32,-10,-20,2345,1,-17,64,-4,-20,34,-14,16,-11,-20,-14,0,22,36,-16,-4,-14,-15,3,-9,-17,-19,2342,-16,-3,-20,-17,1,2341,117,59,-14,7
-9,-11,-6,-13,-17,-20,18,-8,-9,81,-19,-8,-11,27,-2,-2,-16,19,-7,-7,13,1,31,-18,-19,30,3,-16,9,-5,-19,15,-16,-17,88,13,16,62,4,26
-7,40,19,2,57,-4,-7,-17,-11,23,-4,-18,73,-1,-20,41,33,7,-18,13,-12,-13,-16,-17,-8,-8,13,-17,-15,-10,2346,11,8,-9,5,209,-18,58,-18,10
2,-9,43,133,-19,73,-17,-15,11,-10,32,-8,-4,-1,4,-19,-12,-17,-8,23,-7,-14,-3,-17,2345,6,-16,102,-20,-14,-8,16,-11,55,10,11,-14,59,-8,4
2342,70,19,-7,-13,-19,-13,7,-18,28,24,-13,-18,27,16,-18,22,-14,-14,-16,-11,-9,-13,-12,6,-20,-19,0,-1,-20,2,10,-11,-17,-3,9,-17,72,-5,2
7,-4,26,-12,14,63,-7,-14,-15,32,-5,86,22,-17,-15,204,32,2,-8,5,68,60,-12,12,-11,17,62,37,-5,-12,-16,-13,-5,45,26,117,131,44,2340,128
-7,2350,26,51,2343,156,420,-18,-19,-8,182,-7,-13,-4,-1,70,26,-11,-14,-20,7,5,101,-17,1,2342,57,75,-7,-13,3,-16,-12,-19,196,28,-12,75,-11,13
90,-13,-20,-19,43,-18,-10,-3,4,-19,1,-4,-14,24,-8,6,64,15,5,-15,-18,-2,421,-9,2356,-20,-20,36,360,17,-8,-20,-7,21,19,-16,102,61,-12,92
31,-2,-11,-14,26,-8,2344,-14,-18,8,6,-12,205,-6,-12,53,-19,46,-18,8,-16,61,80,-2,3,131,4,-2,68,-17,2341,215,-3,-13,28,250,-18,64,39,12
-9,-10,0,-18,-16,5,-19,-6,-16,-12,-4,94,17,261,-11,79,53,10,-13,8,-14,-10,-4,-19,-20,116,1,242,-18,33,20,84,22,-9,37,233,2346,48,45,-3
2,-6,-15,-12,-14,6,-19,-12,-16,-15,-3,-5,3,-15,39,15,-4,59,-17,-11,115,20,44,-9,-18,125,73,2350,-5,-19,-14,-13,-18,-18,38,141,2356,24,-18,19
-15,-17,10,-6,2,94,-9,-18,-19,19,14,-5,10,24,94,-9,-16,16,-12,7,-8,101,-4,-11,-6,-9,39,2347,-14,-9,-2,197,-18,46,236,-7,57,16,-16,-15
-1,59,-1,99,-17,38,-10,-18,-11,-8,-10,-18,50,-14,106,-18,-17,2340,-18,147,-7,133,60,-19,17,-2,2347,2,5,65,-19,3,105,-17,73,-15,-5,20,74,104
18,-13,-17,-9,11,-19,154,-12,16,-6,27,-18,-10,6,4,-16,-17,10,5,2342,6,-19,95,-9,-19,-13,-14,87,-17,-5,7,16,21,44,91,11,-8,30,2,19
2,-16,-19,6,-19,-9,0,-11,-7,-19,10,12,3,47,203,435,39,-9,25,-5,14,-20,5,-4,32,-19,3,-20,191,-18,-9,-3,-11,13,27,-20,-2,11,-15,16
284,26,71,6,-15,77,-10,29,-16,63,-11,-9,-7,-18,-16,-19,-20,-2,-18,-20,-15,10,-17,0,-20,-20,-14,-19,17,-19,-2,14,51,-18,77,51,-20,24,23,-11
117,-14,81,-17,-18,9,-7,-18,-12,10,-6,-9,-16,-12,199,8,-19,-7,-5,44,-19,4,-13,-10,-5,-19,31,1,9,21,0,39,31,-14,48,-3,-11,-4,42,-20
43,-20,-11,-18,-4,-13,-5,-6,-1,-14,104,-20,-4,25,20,2,548,12,-17,-9,-15,-20,213,15,-12,35,-20,-13,89,25,28,3,-20,-16,171,-17,-4,5,-7,-5
142,-2,32,-20,1,-8,-14,-18,-13,14,-9,-17,-14,3,111,6,147,5,1,-18,-3,-3,-13,8,-20,15,-16,26,31,-13,327,-16,-17,-20,48,-18,-3,9,-16,-12
-9,-17,-16,-13,-20,41,8,-17,18,-10,-20,-20,14,30,-17,7,45,-20,-17,-14,-7,2,-15,-7,29,2347,-18,-17,7,134,10,-18,-13,-3,168,-15,295,5,4,19
-20,21,79,2,-14,31,-13,88,-17,42,2,-20,-18,20,-16,-16,7,14,-13,30,4,-5,-16,32,-7,-14,2345,21,-14,-15,29,-14,-19,18,69,230,-1,148,183,-17
-4,-19,2340,-15,-8,31,-4,-20,-2,-15,-17,-9,4,25,-2,18,-9,-6,26,-6,-13,-10,-19,18,2,2342,-16,290,19,24,2350,-17,-17,-1,56,-20,26,72,18,-2
12,27,-17,-20,8,-7,2343,0,6,-14,-7,-16,-16,-19,-12,-16,-11,31,-17,5,-15,-8,43,5,-16,-16,-18,-10,44,-17,64,-16,-19,30,14,34,-3,-20,24,-13
